year	month	day	Taver	Tmax	Tmin	precp	labels
62	1958	1	1	-19.4	-15.1	-24.5	0.1	1958
63	1958	1	2	-17.4	-10	-22.2	0	1958
64	1958	1	3	-11.4	-6.7	-16.6	0	1958
65	1958	1	4	-16.6	-13.1	-19.5	0	1958
66	1958	1	5	-16	-11.5	-20.4	0	1958
67	1958	1	6	-11.1	-8.5	-14.3	0	1958
68	1958	1	7	-7.3	-4.7	-10.1	0.1	1958
69	1958	1	8	-9.2	-6.7	-15.1	1.1	1958
70	1958	1	9	-9.5	-7.8	-12.1	0.2	1958
71	1958	1	10	-13.1	-7.1	-22.7	2.5	1958
72	1958	1	11	-27.6	-18.9	-36.5	1.3	1958
73	1958	1	12	-34.2	-26	-40.2	0.2	1958
74	1958	1	13	-24.4	-18.2	-30.8	0	1958
75	1958	1	14	-15.5	-10.8	-19.8	0	1958
76	1958	1	15	-17.1	-15.1	-19.1	0	1958
77	1958	1	16	-13.6	-11	-17.4	0.1	1958
78	1958	1	17	-14	-11.2	-15.9	0.1	1958
79	1958	1	18	-12.3	-9.3	-16.2	0	1958
80	1958	1	19	-12	-6.9	-17.8	0	1958
81	1958	1	20	-11.2	-8	-14.5	0.1	1958
82	1958	1	21	-13.6	-7.6	-16.6	0	1958
83	1958	1	22	-16.5	-10.5	-19.5	0.1	1958
84	1958	1	23	-19.6	-15.1	-23.1	0	1958
85	1958	1	24	-20.9	-15.4	-24.5	0.1	1958
86	1958	1	25	-16.3	-8.9	-23.6	0	1958
87	1958	1	26	-18.5	-9.6	-23.6	0.2	1958
88	1958	1	27	-20.3	-16.8	-25.8	1.6	1958
89	1958	1	28	-28.1	-23.1	-33.9	0	1958
90	1958	1	29	-21.5	-15.5	-28.3	0	1958
91	1958	1	30	-13.7	-9.3	-19.8	0	1958
92	1958	1	31	-12.7	-8.6	-16.3	0	1958
93	1958	2	1	-13	-9.5	-15.8	0	1958
94	1958	2	2	-13	-8.9	-15.6	0	1958
95	1958	2	3	-11.9	-9.3	-15.5	0.1	1958
96	1958	2	4	-11.6	-5.7	-15.6	0	1958
97	1958	2	5	-10.4	-2.8	-16.3	0	1958
98	1958	2	6	-12	-8.9	-17.3	5	1958
99	1958	2	7	-16.4	-12.3	-21.6	0	1958
100	1958	2	8	-16.5	-10.8	-22	0	1958
101	1958	2	9	-17.4	-12.4	-23.2	0	1958
102	1958	2	10	-11.2	-6.1	-15.5	0	1958
103	1958	2	11	-15.1	-10.8	-19.8	0	1958
104	1958	2	12	-12.6	-6	-17.4	0	1958
105	1958	2	13	-9.1	-5.4	-14.1	0.1	1958
106	1958	2	14	-16.1	-6.2	-22.6	0.1	1958
107	1958	2	15	-14.5	-9.6	-23.9	0	1958
108	1958	2	16	-11.6	-7.2	-16.4	0	1958
109	1958	2	17	-9.8	-6	-13.7	0.1	1958
110	1958	2	18	-11.5	-8.3	-14	0.6	1958
111	1958	2	19	-8.7	-4.8	-14.9	0.1	1958
112	1958	2	20	-6	-4.2	-7.7	16.2	1958
113	1958	2	21	-11.3	-5	-17.2	2.6	1958
114	1958	2	22	-15.8	-9.1	-25.4	0.1	1958
115	1958	2	23	-12.2	-8.7	-16.5	0	1958
116	1958	2	24	-14.9	-8.6	-20.6	0	1958
117	1958	2	25	-17.3	-11.8	-23.5	0.1	1958
118	1958	2	26	-15.5	-9.8	-23.7	0	1958
119	1958	2	27	-11.9	-3.9	-17.6	0	1958
120	1958	2	28	-15.9	-8.9	-22.1	0	1958
121	1958	3	1	-13.6	-5.7	-21.6	0	1958
122	1958	3	2	-13.4	-5.9	-21	0	1958
123	1958	3	3	-9.2	-4.5	-15.5	0.6	1958
124	1958	3	4	-14.8	-8.6	-19.3	0.1	1958
125	1958	3	5	-16.7	-10.6	-23.4	0	1958
126	1958	3	6	-7.7	-2.8	-12.7	0	1958
127	1958	3	7	-3.4	0.8	-9.5	0	1958
128	1958	3	8	-5.3	-0.4	-8.8	0	1958
129	1958	3	9	-6.8	-1	-11.3	0	1958
130	1958	3	10	-4.4	1	-8.8	0.6	1958
131	1958	3	11	-9.6	-3.6	-19.2	2	1958
132	1958	3	12	-17.7	-8.4	-24.4	0	1958
133	1958	3	13	-11.5	-4.6	-20.2	1.1	1958
134	1958	3	14	-10	-4.7	-11.8	0.6	1958
135	1958	3	15	-14.3	-6.4	-23	0.2	1958
136	1958	3	16	-11.5	-5.4	-20.4	1.3	1958
137	1958	3	17	-1.5	-0.3	-6.1	2.2	1958
138	1958	3	18	-12.1	-0.1	-17.9	0.5	1958
139	1958	3	19	-6.3	0.3	-12.4	0	1958
140	1958	3	20	-0.2	3.4	-5.4	1.8	1958
141	1958	3	21	-5.7	1.1	-9.8	0.3	1958
142	1958	3	22	-15	-4.6	-18.7	1	1958
143	1958	3	23	-20.5	-18.2	-22.5	0.1	1958
144	1958	3	24	-22.3	-14.9	-29.5	0	1958
145	1958	3	25	-18	-9.9	-26.1	0	1958
146	1958	3	26	-10.1	-1.2	-19.4	0	1958
147	1958	3	27	-1.9	3.6	-8.8	0	1958
148	1958	3	28	2	4.5	-4.2	0	1958
149	1958	3	29	-2	4.7	-4.7	2.1	1958
150	1958	3	30	-6.1	-0.2	-12.8	0.1	1958
151	1958	3	31	1.5	4.8	-3.5	0	1958
152	1958	4	1	3.3	9.4	0.1	0	1958
153	1958	4	2	2.3	6.2	0.4	1	1958
154	1958	4	3	0.3	2.2	-1.1	7.3	1958
155	1958	4	4	-6.3	-0.8	-8.2	0	1958
156	1958	4	5	-5.7	0.5	-11.6	0	1958
157	1958	4	6	-4.1	0.4	-8.2	0	1958
158	1958	4	7	-3.8	1.2	-7	0.1	1958
159	1958	4	8	0	6.3	-5.1	0	1958
160	1958	4	9	0.9	9.5	-4	0	1958
161	1958	4	10	1.5	10	-3.5	0.1	1958
162	1958	4	11	6.2	15.3	-2.1	0	1958
163	1958	4	12	8.7	14.6	2.9	0	1958
164	1958	4	13	9	13.6	4	0.2	1958
165	1958	4	14	8.7	11	6.8	0.6	1958
166	1958	4	15	7.8	12.9	4.5	1.8	1958
167	1958	4	16	9.7	15.6	4.6	0.1	1958
168	1958	4	17	9	15.1	6.6	2.9	1958
169	1958	4	18	6	13.9	4.4	1	1958
170	1958	4	19	5.7	13.3	0.4	0.1	1958
171	1958	4	20	6.5	14.3	3.2	4.7	1958
172	1958	4	21	8.3	15	2.1	0.2	1958
173	1958	4	22	8.6	11.6	7.3	4.2	1958
174	1958	4	23	5.6	10	1.4	0	1958
175	1958	4	24	5.1	10.4	-0.2	0	1958
176	1958	4	25	5.5	12.4	-0.6	0	1958
177	1958	4	26	12.1	17.7	7.2	0.1	1958
178	1958	4	27	-0.3	11.8	-2.5	0.4	1958
179	1958	4	28	0.1	4.8	-2.3	0.1	1958
180	1958	4	29	0.2	6.2	-6.1	0	1958
181	1958	4	30	3.6	11.5	-5.4	0	1958
182	1958	5	1	6.7	13.8	-1.9	0	1958
183	1958	5	2	7.5	14.6	-3.5	0	1958
184	1958	5	3	11.7	18.8	3.8	0	1958
185	1958	5	4	13.1	21.4	1.6	0	1958
186	1958	5	5	14	20.8	7.8	0.1	1958
187	1958	5	6	14.4	19.9	8.1	1.5	1958
188	1958	5	7	10.2	17.9	4.4	0	1958
189	1958	5	8	11.8	21	2.9	0	1958
190	1958	5	9	15.3	23.8	3.4	0	1958
191	1958	5	10	17.4	23.3	10.6	0	1958
192	1958	5	11	15.9	24.2	7.9	0	1958
193	1958	5	12	15.5	22.6	7.9	0	1958
194	1958	5	13	16.1	23.5	6.2	0	1958
195	1958	5	14	18.2	25.5	6.1	0	1958
196	1958	5	15	15.1	22.1	10.1	0.1	1958
197	1958	5	16	15.9	22.7	8.7	0	1958
198	1958	5	17	13.2	19.5	11.2	0.5	1958
199	1958	5	18	7.9	12	4.3	2.5	1958
200	1958	5	19	7.8	12.9	3	0.1	1958
201	1958	5	20	9.6	17.1	2.5	0	1958
202	1958	5	21	12.8	21.6	1.6	0	1958
203	1958	5	22	19.6	25.3	10.1	0	1958
204	1958	5	23	22.3	29.8	10.7	0	1958
205	1958	5	24	19.9	28.6	10.5	0	1958
206	1958	5	25	15.9	23.3	14.4	4.9	1958
207	1958	5	26	14.5	19.6	10.7	0	1958
208	1958	5	27	15.3	21.5	7.3	0.7	1958
209	1958	5	28	11.2	15.3	7.4	3.5	1958
210	1958	5	29	10	15.9	6.4	0.3	1958
211	1958	5	30	5.9	11	2.3	0.1	1958
212	1958	5	31	7.7	13.2	-1.1	0	1958
213	1958	6	1	13.1	19.1	5.3	0	1958
214	1958	6	2	18.8	24.5	10.7	0	1958
215	1958	6	3	21.4	28.2	9.3	0	1958
216	1958	6	4	13.7	25.1	10.6	3.1	1958
217	1958	6	5	9.6	15.6	5.3	0.1	1958
218	1958	6	6	12.4	20	3.1	0	1958
219	1958	6	7	15.4	23.7	7.3	0	1958
220	1958	6	8	16	23.3	6.2	0	1958
221	1958	6	9	18	25.5	7	0	1958
222	1958	6	10	18.3	26.6	7	0	1958
223	1958	6	11	17.9	26.5	7.8	0	1958
224	1958	6	12	10.9	19.2	4.6	0	1958
225	1958	6	13	12.8	20	6.5	0.9	1958
226	1958	6	14	12	18.5	5	1	1958
227	1958	6	15	13.2	17.1	7.5	0.1	1958
228	1958	6	16	13.3	16.4	9.6	6.3	1958
229	1958	6	17	14.4	20.7	6.8	0.1	1958
230	1958	6	18	15.1	20.8	8	0.1	1958
231	1958	6	19	16.6	23	10.8	0	1958
232	1958	6	20	21	26.7	15.6	0	1958
233	1958	6	21	19.8	27.2	11.2	0	1958
234	1958	6	22	17.9	24.8	9.1	0	1958
235	1958	6	23	18.1	25.4	10.4	0	1958
236	1958	6	24	19.2	23.5	13.2	0	1958
237	1958	6	25	20.5	28	12	0.1	1958
238	1958	6	26	20.1	27.2	13.2	4.2	1958
239	1958	6	27	17.5	22.5	14.2	3.4	1958
240	1958	6	28	16.6	18.8	15.1	12.2	1958
241	1958	6	29	14.7	20.8	6.5	0	1958
242	1958	6	30	15.7	20.6	10.2	6.5	1958
243	1958	7	1	16.1	22.7	8	0	1958
244	1958	7	2	19.2	24.9	14.1	1.8	1958
245	1958	7	3	18.2	23.7	11.9	0	1958
246	1958	7	4	18.4	23.3	13.4	3.5	1958
247	1958	7	5	18.7	25.9	10.2	0	1958
248	1958	7	6	23	27	16.4	0	1958
249	1958	7	7	19.5	25.2	15.1	1.3	1958
250	1958	7	8	16.2	21.1	10.9	9.1	1958
251	1958	7	9	18.4	24.4	12.4	0	1958
252	1958	7	10	20.8	26.8	11.2	0	1958
253	1958	7	11	21.3	28.1	12.4	0	1958
254	1958	7	12	21.4	28.1	12.9	0.1	1958
255	1958	7	13	21.7	27.4	15.3	0.3	1958
256	1958	7	14	22.1	29	14.1	0	1958
257	1958	7	15	19.1	27	17	4.8	1958
258	1958	7	16	19.3	25	12.1	0.1	1958
259	1958	7	17	16.5	21.4	14.3	0.5	1958
260	1958	7	18	17	22.9	13	2.9	1958
261	1958	7	19	19.4	25.2	14	3.4	1958
262	1958	7	20	22.1	27.5	13.5	0.2	1958
263	1958	7	21	19.4	24.8	15.5	7.4	1958
264	1958	7	22	20.3	26.5	14.2	0	1958
265	1958	7	23	21.6	28.4	12.8	0	1958
266	1958	7	24	21.6	29.5	14.4	0	1958
267	1958	7	25	22.7	29.3	14.2	0.1	1958
268	1958	7	26	23.5	30.7	16	0	1958
269	1958	7	27	21.4	26.6	17.1	0.1	1958
270	1958	7	28	21.7	29.1	13.3	0	1958
271	1958	7	29	20	25.4	12.9	0.2	1958
272	1958	7	30	19.4	25.3	13.4	0.1	1958
273	1958	7	31	20.9	28.6	9.5	0	1958
274	1958	8	1	18.2	24.5	16.3	2.7	1958
275	1958	8	2	17.8	22.9	12.9	3.3	1958
276	1958	8	3	18	23.2	12.3	10.5	1958
277	1958	8	4	17.9	23.2	13.7	0	1958
278	1958	8	5	16.4	23.8	8.2	0	1958
279	1958	8	6	19.5	28.4	8.6	0	1958
280	1958	8	7	20.3	26.4	12.4	0	1958
281	1958	8	8	20.8	28.3	13.5	0	1958
282	1958	8	9	22.4	29.1	16	0.1	1958
283	1958	8	10	21.4	28.2	17.2	0.1	1958
284	1958	8	11	19.5	26.3	12.1	0.6	1958
285	1958	8	12	17	24.2	9.5	0	1958
286	1958	8	13	18.3	25.9	11.1	0	1958
287	1958	8	14	18.3	24.6	14.1	5	1958
288	1958	8	15	16.1	20.9	14	9.4	1958
289	1958	8	16	17.5	23.8	10.6	0.1	1958
290	1958	8	17	20.6	27	13.6	0.1	1958
291	1958	8	18	20.7	28.4	12.1	0	1958
292	1958	8	19	20	27.5	14.9	0.3	1958
293	1958	8	20	20.9	27.4	15.2	0	1958
294	1958	8	21	21.1	29	12.7	0	1958
295	1958	8	22	21.4	30.2	12.4	0	1958
296	1958	8	23	23.9	31.9	14.5	0	1958
297	1958	8	24	23.8	32.1	12.9	0	1958
298	1958	8	25	23.8	33	13.6	0	1958
299	1958	8	26	18.6	25.2	15.2	0.1	1958
300	1958	8	27	14.3	17.9	13	5.6	1958
301	1958	8	28	15.9	22.7	9.6	0	1958
302	1958	8	29	15.7	23.7	8.3	0	1958
303	1958	8	30	16	22.7	10.9	0	1958
304	1958	8	31	15.4	21.8	9.7	0	1958
305	1958	9	1	15.3	22.2	8.9	0	1958
306	1958	9	2	15.8	24.5	6.7	0	1958
307	1958	9	3	17.6	27.6	7.4	0	1958
308	1958	9	4	20.1	27.7	13.8	0	1958
309	1958	9	5	20.9	30.1	9.9	0	1958
310	1958	9	6	22.5	32	14	0	1958
311	1958	9	7	15.7	23.4	13.4	1.2	1958
312	1958	9	8	14.6	23.2	4.2	0	1958
313	1958	9	9	16	19.6	12.5	7	1958
314	1958	9	10	12.4	19.1	7.1	0	1958
315	1958	9	11	15.1	20.9	8.8	0.1	1958
316	1958	9	12	14.6	23.5	6.2	0	1958
317	1958	9	13	14.2	22.2	6.9	0	1958
318	1958	9	14	13	22.1	7.2	0	1958
319	1958	9	15	16.7	25.2	6.7	0.1	1958
320	1958	9	16	14.5	20.6	8.5	0.8	1958
321	1958	9	17	15.1	24.6	6.8	0	1958
322	1958	9	18	16.4	23.1	13	2.2	1958
323	1958	9	19	11.1	14.8	9.2	4	1958
324	1958	9	20	11.5	16.5	6.6	0.1	1958
325	1958	9	21	13.6	20.5	7.3	1.2	1958
326	1958	9	22	10.6	15.5	6.9	0.3	1958
327	1958	9	23	8.9	16.6	1.3	0.1	1958
328	1958	9	24	11.3	16.8	5.6	0.1	1958
329	1958	9	25	3.6	11.2	-0.3	0.1	1958
330	1958	9	26	1.1	8.7	-6.3	0	1958
331	1958	9	27	7.3	14.6	0.9	0	1958
332	1958	9	28	9.8	19.2	1.4	0	1958
333	1958	9	29	9.4	19.8	-2.1	0	1958
334	1958	9	30	11.8	22.3	2.8	0	1958
335	1958	10	1	14.8	24.2	4.3	0	1958
336	1958	10	2	16	24.2	4.8	0	1958
337	1958	10	3	14.3	18.8	10.2	0.1	1958
338	1958	10	4	13.4	20.3	7.2	0	1958
339	1958	10	5	11.7	21.6	4.7	0	1958
340	1958	10	6	6.8	14.8	0.4	0.7	1958
341	1958	10	7	6	11.2	2.5	0	1958
342	1958	10	8	1.3	5.6	-1.4	0	1958
343	1958	10	9	-1.6	5.7	-5.5	0.1	1958
344	1958	10	10	-0.3	5.3	-2.5	0.1	1958
345	1958	10	11	-0.3	8	-9.1	0	1958
346	1958	10	12	2.9	10.6	-3.3	0	1958
347	1958	10	13	6.3	13	-0.2	0	1958
348	1958	10	14	4.3	8.4	2.5	2.5	1958
349	1958	10	15	3.4	8.1	-0.6	1	1958
350	1958	10	16	5.5	9.6	3.4	0.1	1958
351	1958	10	17	4.6	11.4	-1.1	0	1958
352	1958	10	18	2.2	10.6	-3.9	0	1958
353	1958	10	19	-0.7	4.5	-3.8	0	1958
354	1958	10	20	-0.9	9	-10	0.1	1958
355	1958	10	21	5.9	11.2	1.5	0	1958
356	1958	10	22	4	10.5	-0.8	0	1958
357	1958	10	23	2.5	9.2	-2.1	0.1	1958
358	1958	10	24	0.3	9.5	-8.5	0	1958
359	1958	10	25	6.7	12.2	1.4	0	1958
360	1958	10	26	7.3	13.4	2.2	0	1958
361	1958	10	27	4.5	9.6	-0.3	0.1	1958
362	1958	10	28	8.7	15.6	0.5	0	1958
363	1958	10	29	10.1	14.6	7.8	0.1	1958
364	1958	10	30	5.8	11.1	3.4	1.9	1958
365	1958	10	31	8.5	15.1	5.2	0	1958
366	1958	11	1	0.5	5.4	-2.9	0.4	1958
367	1958	11	2	-4.3	2.5	-9.4	0	1958
368	1958	11	3	-5.3	4.1	-11.6	0	1958
369	1958	11	4	-1.9	4.3	-8	0	1958
370	1958	11	5	-4.9	3.6	-11.5	0	1958
371	1958	11	6	0.9	6.6	-4.8	0	1958
372	1958	11	7	1.2	5.4	-3.2	0	1958
373	1958	11	8	-3.6	2.2	-8.7	0.2	1958
374	1958	11	9	-6.9	-0.8	-12.1	0	1958
375	1958	11	10	-4.1	1.2	-7.2	0	1958
376	1958	11	11	-3.8	-0.7	-6.7	0.6	1958
377	1958	11	12	-6.7	-3.7	-8.7	0.1	1958
378	1958	11	13	-5.5	-0.5	-9.2	0	1958
379	1958	11	14	-4.5	2.1	-8.5	0	1958
380	1958	11	15	-5.5	2.2	-8.7	0	1958
381	1958	11	16	-8.9	-5.6	-12.5	0.1	1958
382	1958	11	17	-7.4	-4.6	-10.6	0.1	1958
383	1958	11	18	-8.2	-3	-11.3	0	1958
384	1958	11	19	-6.9	-0.1	-10.6	0	1958
385	1958	11	20	-4.2	1.9	-9.7	0	1958
386	1958	11	21	-2	3.1	-5.4	0	1958
387	1958	11	22	-0.5	3.6	-2.7	0.4	1958
388	1958	11	23	-6.4	-1.6	-10	0.8	1958
389	1958	11	24	-6.4	-3.7	-9.7	0.2	1958
390	1958	11	25	-7	-3	-12.3	0	1958
391	1958	11	26	-2.6	0.3	-4.7	0.1	1958
392	1958	11	27	-5.4	-1.6	-11.2	1.2	1958
393	1958	11	28	-6.1	0.1	-13.4	0	1958
394	1958	11	29	-0.5	4.6	-6.2	0	1958
395	1958	11	30	-3.4	2.1	-5.4	4.2	1958
396	1958	12	1	-9.2	-4.6	-17.9	0.7	1958
397	1958	12	2	-12.8	-7.6	-20.5	0	1958
398	1958	12	3	-5.2	-1.7	-10.7	0	1958
399	1958	12	4	-2.9	-0.3	-6.4	0.4	1958
400	1958	12	5	-3.6	0.5	-7.3	0.1	1958
401	1958	12	6	-5.6	-0.8	-9.3	3.9	1958
402	1958	12	7	-9.5	-7.2	-11.9	0.1	1958
403	1958	12	8	-9.3	-3.2	-15.5	0.1	1958
404	1958	12	9	-9.5	-5.4	-12.9	0	1958
405	1958	12	10	-8.3	-3.4	-12.5	0	1958
406	1958	12	11	-6.6	-2.8	-8.8	5	1958
407	1958	12	12	-15.7	-8.6	-22.6	2.3	1958
408	1958	12	13	-15.7	-10.4	-23.3	0	1958
409	1958	12	14	-13.7	-9.9	-17.9	0.1	1958
410	1958	12	15	-13.1	-11.1	-15.6	0.1	1958
411	1958	12	16	-11.7	-8.7	-14	1.7	1958
412	1958	12	17	-14.9	-9.4	-24.9	1.9	1958
413	1958	12	18	-16	-12.9	-24.9	0.1	1958
414	1958	12	19	-14.9	-12.9	-17.7	0	1958
415	1958	12	20	-13.4	-11	-15.9	0	1958
416	1958	12	21	-11.8	-7.6	-16.3	0.1	1958
417	1958	12	22	-9.2	-6.5	-15.5	0.1	1958
418	1958	12	23	-8.1	-6.7	-10.8	0.1	1958
419	1958	12	24	-8.4	-5.5	-13	0.5	1958
420	1958	12	25	-20.6	-11.9	-28.2	0.1	1958
421	1958	12	26	-11.1	-9.1	-19	0	1958
422	1958	12	27	-11.1	-8.1	-15.1	1	1958
423	1958	12	28	-22.1	-7	-32.2	1.9	1958
424	1958	12	29	-30.6	-25.6	-36.9	0	1958
425	1958	12	30	-27.2	-24.6	-31.4	0	1958
426	1958	12	31	-27.4	-23.1	-31.6	0.1	1958
427	1959	1	1	-27.2	-24.1	-32.9	0.1	1959
428	1959	1	2	-29	-23.9	-34.9	0	1959
429	1959	1	3	-17.7	-11.9	-25.9	0	1959
430	1959	1	4	-11	-6.2	-17.2	0	1959
431	1959	1	5	-10.8	-7.5	-12	0.5	1959
432	1959	1	6	-15.3	-11.8	-19.6	1.2	1959
433	1959	1	7	-25.9	-18.2	-30.1	0.7	1959
434	1959	1	8	-28.8	-24.4	-31.1	0.1	1959
435	1959	1	9	-28.9	-24.9	-32.5	0	1959
436	1959	1	10	-25.9	-22.3	-27.7	0	1959
437	1959	1	11	-28.5	-24.5	-31.8	0	1959
438	1959	1	12	-21.4	-16.1	-29.8	0	1959
439	1959	1	13	-28.4	-18.8	-30.4	0	1959
440	1959	1	14	-25.6	-19.6	-31.1	0	1959
441	1959	1	15	-16.4	-11.6	-22.9	0	1959
442	1959	1	16	-16.2	-11.6	-20.7	0	1959
443	1959	1	17	-20	-14.5	-24.7	0	1959
444	1959	1	18	-14.7	-7.4	-21.3	0	1959
445	1959	1	19	-17	-12.6	-21.9	0	1959
446	1959	1	20	-9.8	-5.2	-15.9	0	1959
447	1959	1	21	-6.6	-3.9	-8.9	0	1959
448	1959	1	22	-7.6	-3.9	-8.7	0.4	1959
449	1959	1	23	-12.2	-8.6	-17.5	0.6	1959
450	1959	1	24	-10.9	-6.5	-17.1	0	1959
451	1959	1	25	-17.3	-11.1	-21.5	0	1959
452	1959	1	26	-18.9	-12.8	-22.9	0	1959
453	1959	1	27	-17.6	-11.1	-23.1	0.1	1959
454	1959	1	28	-13.5	-8.5	-19.5	0.1	1959
455	1959	1	29	-13.4	-10.1	-17.6	0	1959
456	1959	1	30	-11.3	-8.3	-13.7	0	1959
457	1959	1	31	-12.1	-11	-13	0.6	1959
458	1959	2	1	-14.9	-11.1	-21.3	0.1	1959
459	1959	2	2	-9.2	-4.8	-15.2	0	1959
460	1959	2	3	-10.4	-3.6	-18.6	5.9	1959
461	1959	2	4	-19.7	-13.4	-27.1	0.1	1959
462	1959	2	5	-20.2	-15.5	-24.6	0	1959
463	1959	2	6	-16.9	-11.4	-21.3	0	1959
464	1959	2	7	-12.8	-8.6	-21.1	0	1959
465	1959	2	8	-8.3	-5.7	-11.7	0	1959
466	1959	2	9	-5.5	-3.2	-9.5	0	1959
467	1959	2	10	-11.7	-7.2	-16.5	0.1	1959
468	1959	2	11	-19.2	-12.2	-25.4	0	1959
469	1959	2	12	-17.8	-13.7	-23	0	1959
470	1959	2	13	-18.8	-13.1	-24.1	0	1959
471	1959	2	14	-16.8	-11.2	-22.5	0	1959
472	1959	2	15	-17.7	-11.8	-23.7	0	1959
473	1959	2	16	-15.8	-10.5	-19.9	0	1959
474	1959	2	17	-18.5	-13.9	-24.7	0.1	1959
475	1959	2	18	-20.4	-14.8	-26.5	0	1959
476	1959	2	19	-19.6	-13.9	-23.9	0.1	1959
477	1959	2	20	-14.8	-9.6	-20.9	0	1959
478	1959	2	21	-8.8	-4.3	-13.5	0	1959
479	1959	2	22	-14.7	-7.8	-21	0	1959
480	1959	2	23	-10.1	-4	-14.8	0	1959
481	1959	2	24	-11.2	-7.4	-13.5	0.1	1959
482	1959	2	25	-15	-9.1	-20.1	0.1	1959
483	1959	2	26	-13.5	-8.6	-17.8	0	1959
484	1959	2	27	-8.2	-2	-14.3	0	1959
485	1959	2	28	-5.5	-0.9	-10	0	1959
486	1959	3	1	-5.3	-0.1	-10	0	1959
487	1959	3	2	-4.5	-0.4	-7.1	0	1959
488	1959	3	3	-5.5	-2.2	-7.4	0.1	1959
489	1959	3	4	-10.8	-4.2	-14.8	0	1959
490	1959	3	5	-8.7	-6	-14.3	0.3	1959
491	1959	3	6	-11	-5.3	-18.8	0.8	1959
492	1959	3	7	-15.9	-10	-22.7	0	1959
493	1959	3	8	-13.2	-6.7	-17.2	0	1959
494	1959	3	9	-11.3	-2.8	-18.8	0	1959
495	1959	3	10	-5.8	2.6	-12.2	0	1959
496	1959	3	11	-9.4	-3.9	-15.8	0	1959
497	1959	3	12	-5.1	2	-11.4	0	1959
498	1959	3	13	0	4.1	-4	0	1959
499	1959	3	14	-1	4.4	-2.8	1	1959
500	1959	3	15	1.5	8	-3.5	0	1959
501	1959	3	16	0.1	5.1	-2.2	1.1	1959
502	1959	3	17	-2.6	2.6	-6.1	0.1	1959
503	1959	3	18	-6.2	-0.9	-9.1	0	1959
504	1959	3	19	-10.7	-4.2	-16.5	0	1959
505	1959	3	20	-6.6	-1.4	-10.6	0	1959
506	1959	3	21	-4.6	-1	-6.3	1.2	1959
507	1959	3	22	-4	1.5	-9.8	0	1959
508	1959	3	23	-0.6	3.1	-4.7	0.1	1959
509	1959	3	24	1.3	4.1	-1.3	1	1959
510	1959	3	25	-0.1	3.1	-2.1	1.1	1959
511	1959	3	26	-1.8	3.2	-7.7	0	1959
512	1959	3	27	-0.4	5.5	-5.6	0.1	1959
513	1959	3	28	0	9.6	-7.2	0	1959
514	1959	3	29	4.5	14.1	-4.9	0	1959
515	1959	3	30	7.7	15.6	1.4	0	1959
516	1959	3	31	4.9	13.2	-1.8	0.5	1959
517	1959	4	1	2.7	8.4	-1.3	0.1	1959
518	1959	4	2	-0.4	6	-5.7	0	1959
519	1959	4	3	3.5	12.4	-6.6	0	1959
520	1959	4	4	6.2	12.3	1.1	1.3	1959
521	1959	4	5	4.3	10	-1.8	0.1	1959
522	1959	4	6	7.4	11.5	2.4	0.1	1959
523	1959	4	7	5.3	11.5	2.2	0.1	1959
524	1959	4	8	7	11.5	4.2	5.6	1959
525	1959	4	9	3.8	9.3	-3.7	0.3	1959
526	1959	4	10	-1.3	6.1	-4.3	0.5	1959
527	1959	4	11	2.9	9.8	-4.8	0	1959
528	1959	4	12	5.1	8.1	2.3	0.5	1959
529	1959	4	13	-0.3	3.5	-4.8	1.8	1959
530	1959	4	14	2.8	8.8	-0.1	0.7	1959
531	1959	4	15	6.8	15.1	-2.9	0	1959
532	1959	4	16	9.8	17.5	0.4	0	1959
533	1959	4	17	12.1	21.1	3	0.1	1959
534	1959	4	18	8.5	15.5	4.3	1.7	1959
535	1959	4	19	8.9	14.3	4.6	0	1959
536	1959	4	20	9.2	17.8	-3.4	0	1959
537	1959	4	21	14.1	16.6	11.7	0.1	1959
538	1959	4	22	14.6	18.1	11.4	0.1	1959
539	1959	4	23	10.5	17.1	7	0.1	1959
540	1959	4	24	9.3	19.1	2.3	0	1959
541	1959	4	25	12.1	21.3	2.5	0.1	1959
542	1959	4	26	15.4	21.2	10.1	0.1	1959
543	1959	4	27	18.6	26.3	9.5	0.1	1959
544	1959	4	28	13.9	22.4	9.3	0.2	1959
545	1959	4	29	10.6	15.8	8.9	0.2	1959
546	1959	4	30	6.3	11.5	0.2	0.4	1959
547	1959	5	1	6	11.4	1.7	2.1	1959
548	1959	5	2	5.7	13	-3	0.1	1959
549	1959	5	3	4.9	11	1	0.1	1959
550	1959	5	4	4.8	11.1	-3.5	0	1959
551	1959	5	5	7.8	15.1	-2.9	0	1959
552	1959	5	6	8.3	16.3	-0.3	0.1	1959
553	1959	5	7	4.6	10.3	1.6	1.9	1959
554	1959	5	8	3.7	10.5	-3.7	0	1959
555	1959	5	9	7.6	15.1	-2.5	0	1959
556	1959	5	10	11.7	19.4	2.5	0	1959
557	1959	5	11	14.3	22.7	5.5	0	1959
558	1959	5	12	16.6	24.6	4.3	0	1959
559	1959	5	13	11.9	20.6	8.6	0.1	1959
560	1959	5	14	9.8	16.9	3.2	0	1959
561	1959	5	15	12.8	20.6	1.5	0	1959
562	1959	5	16	11.3	16.6	7.4	0	1959
563	1959	5	17	4.7	10.5	-2.3	0	1959
564	1959	5	18	5.8	13.7	-5.1	0	1959
